钢	8617
筋	6108
纸	2213
银	1861
金	1543
亿	1292
恒	1229
胶	986
利	959
版	889
印	706
管	648
方	613
白	564
刷	538
调	511
空	502
海	496
浆	491
木	476
全	470
发	434
焊	407
精	404
板	392
涂	347
彭	342
布	332
制	324
料	324
面	288
轻	288
象	283
饮	281
量	278
电	274
便	266
高	264
嘉	263
螺	261
港	260
复	244
箔	232
热	225
立	222
泓	218
瑞	206
豪	196
双	192
零	188
镀	174
车	166
品	162
器	159
原	145
长	141
加	141
家	140
本	139
薄	134
城	131
黑	130
纹	128
郓	125
件	116
山	116
鑫	110
机	109
水	109
粉	107
胜	106
三	105
馨	101
瑶	101
矿	99
运	99
级	96
抗	92
震	92
太	90
材	85
道	83
酒	81
林	81
牙	81
油	80
矩	79
一	77
格	76
合	72
汽	72
阳	72
具	69
吨	68
力	65
大	64
小	63
卷	62
铁	62
盘	62
无	62
米	59
坯	56
圆	55
配	55
票	55
美	53
泉	52
线	52
写	52
用	51
能	51
新	50
味	49
乡	48
衣	47
子	47
型	46
碳	46
中	45
装	43
备	43
柱	43
惠	43
 	42
商	41
糖	40
箱	40
锌	39
定	39
食	38
安	38
石	37
平	36
巴	36
微	36
其	36
他	36
船	35
洗	35
冰	34
鞋	34
灯	34
铜	34
松	33
两	33
华	32
苏	32
市	32
纯	31
包	31
烟	31
南	31
书	31
工	30
通	30
轮	29
天	29
州	29
柜	27
设	27
超	27
看	27
指	27
宽	26
表	26
架	26
椅	26
煤	25
津	25
树	24
床	24
花	24
刊	24
桌	24
组	24
牛	23
香	23
锰	23
要	23
轧	22
玻	22
角	22
压	22
生	22
豆	22
振	22
清	22
开	21
牌	21
厨	21
注	21
璃	20
头	20
西	20
宝	20
地	20
公	20
带	20
求	20
雨	20
和	19
籽	19
护	19
可	19
群	19
度	18
铸	18
竹	18
塑	18
沙	18
冷	18
办	18
佳	18
质	18
钟	18
店	18
鼎	17
菜	17
茶	17
叶	17
槽	17
成	17
梁	17
普	17
旋	16
裤	16
容	16
标	16
学	16
棉	16
口	15
有	15
红	15
视	15
不	15
河	15
请	15
铝	14
仔	14
套	14
块	14
硅	14
直	14
纺	14
卸	14
信	14
润	14
类	14
果	13
专	13
防	13
仪	13
的	13
瓶	13
液	13
动	13
保	13
光	13
栏	13
盐	13
盖	13
皮	13
文	13
罐	12
绵	12
曲	12
奶	12
片	12
理	12
砂	12
橡	12
筒	12
货	12
洛	12
门	12
网	12
县	12
尺	12
雪	11
裙	11
丝	11
手	11
字	11
台	11
×	11
物	11
洁	11
产	11
尔	11
鸿	11
意	11
房	11
卫	10
冻	10
五	10
胎	10
国	10
锈	10
化	10
袋	10
玉	10
废	10
焦	10
卡	10
价	10
东	10
雅	10
典	10
减	10
艺	10
尼	9
龙	9
上	9
织	9
风	9
鸡	9
拉	9
晶	9
葡	9
萄	9
及	9
啤	9
叉	9
屏	9
客	9
杆	9
球	9
乐	9
缆	9
麦	9
澳	9
马	9
虹	9
鸥	9
缩	9
细	9
自	9
属	9
脑	9
干	9
号	9
速	9
诚	9
餐	9
武	9
济	9
服	8
王	8
打	8
纱	8
饰	8
纤	8
碎	8
健	8
气	8
支	8
部	8
特	8
兰	8
江	8
业	8
淮	8
处	8
浓	8
声	8
询	8
承	8
丰	8
挂	8
磅	8
泰	8
致	8
刚	8
剂	8
粗	8
肉	8
室	8
伞	8
醋	7
休	7
闲	7
陶	7
瓷	7
色	7
体	7
草	7
温	7
条	7
脂	7
铬	7
德	7
飞	7
宜	7
缝	7
低	7
详	7
见	7
重	7
招	7
元	7
壳	7
到	7
流	7
池	7
墨	7
昌	7
浴	7
费	7
垣	7
炭	7
须	7
会	7
附	7
礼	7
常	7
十	7
汇	7
肥	6
正	6
吉	6
库	6
缸	6
粕	6
托	6
百	6
明	6
淀	6
黄	6
落	6
棒	6
来	6
返	6
曼	6
点	6
扁	6
志	6
桨	6
北	6
儿	6
源	6
必	6
日	6
性	6
膏	6
垫	6
窗	6
鋳	6
泥	6
校	6
才	6
园	6
刀	6
班	6
区	6
治	6
楚	6
堰	6
老	5
展	5
连	5
感	5
针	5
结	5
酱	5
苗	5
维	5
桥	5
讯	5
饼	5
簧	5
消	5
伏	5
童	5
分	5
蛋	5
然	5
载	5
迁	5
广	5
阿	5
个	5
围	5
酸	5
福	5
障	5
联	5
外	5
距	5
人	5
内	5
绿	5
械	5
博	5
庄	5
获	5
贵	5
位	5
火	5
等	5
伸	5
纽	5
四	5
栓	5
今	5
堂	5
汉	5
宁	5
绳	4
拖	4
塔	4
彩	4
女	4
呢	4
互	4
罩	4
扣	4
辅	4
切	4
粘	4
郎	4
筛	4
路	4
摊	4
铺	4
二	4
进	4
破	4
柴	4
教	4
弹	4
棕	4
雕	4
务	4
摩	4
告	4
洋	4
裕	4
活	4
乳	4
缘	4
接	4
齿	4
磁	4
轴	4
变	4
场	4
蓝	4
星	4
桩	4
即	4
芜	4
湖	4
输	4
医	4
疗	4
座	4
炉	4
营	4
系	4
简	4
森	4
补	4
寸	4
蜜	4
散	4
吊	4
毛	4
易	4
凯	4
厂	4
扇	4
暖	4
巾	4
婴	4
笔	4
古	4
议	4
厅	4
阅	4
览	4
吧	4
闹	4
仿	4
实	4
烛	4
章	4
规	4
宏	4
唐	4
码	4
桶	3
铣	3
凌	3
居	3
梯	3
态	3
舍	3
得	3
底	3
排	3
吸	3
真	3
割	3
剑	3
喷	3
膜	3
士	3
汾	3
轨	3
杯	3
脚	3
收	3
链	3
榈	3
根	3
甘	3
漆	3
滨	3
事	3
控	3
硫	3
急	3
照	3
固	3
创	3
糊	3
骅	3
％	3
相	3
辣	3
椒	3
蜡	3
葵	3
陆	3
阀	3
转	3
阜	3
身	3
饭	3
交	3
送	3
挖	3
课	3
杂	3
朗	3
临	3
邱	3
列	3
养	3
湿	3
夹	3
橄	3
榄	3
帘	3
军	3
杭	3
蔬	3
薯	3
峰	3
密	3
帽	3
下	3
葱	3
姜	3
壁	3
存	3
户	3
情	3
提	3
毯	3
贝	3
核	3
含	3
屯	3
留	3
聊	3
磊	3
省	3
腐	2
试	2
示	2
瓦	2
背	2
心	2
坊	2
衫	2
款	2
传	2
甜	2
橱	2
形	2
程	2
淋	2
泵	2
劲	2
负	2
关	2
构	2
搅	2
拌	2
站	2
桂	2
茅	2
卉	2
混	2
模	2
汁	2
勤	2
环	2
枕	2
镍	2
应	2
撑	2
枣	2
匹	2
芬	2
团	2
非	2
农	2
夫	2
边	2
富	2
强	2
主	2
极	2
顺	2
敬	2
乌	2
皿	2
斯	2
锭	2
母	2
锦	2
思	2
燃	2
半	2
毫	2
法	2
毂	2
起	2
行	2
锡	2
造	2
革	2
集	2
胚	2
芽	2
周	2
煲	2
溪	2
远	2
掘	2
鹏	2
扬	2
期	2
数	2
康	2
师	2
傅	2
晚	2
刹	2
签	2
镇	2
七	2
皂	2
露	2
沱	2
兴	2
醇	2
绝	2
钉	2
尿	2
之	2
陪	2
岛	2
墙	2
添	2
净	2
资	2
粮	2
泡	2
束	2
菱	2
粨	2
衡	2
框	2
盗	2
登	2
艇	2
阻	2
增	2
紋	2
稻	2
锅	2
橘	2
狐	2
英	2
辊	2
航	2
耐	2
越	2
壶	2
益	2
甲	2
时	2
需	2
午	2
出	2
鱼	2
泽	2
溶	2
编	2
滑	2
析	2
肤	2
节	2
眼	2
镜	2
饯	2
贸	2
男	2
嘴	2
冲	2
职	2
员	2
静	2
卧	2
充	2
波	2
怀	2
次	2
麻	2
置	2
碗	2
验	2
图	2
孔	2
圣	2
诞	2
药	2
软	2
第	2
为	2
吴	2
聚	2
帅	2
辉	2
阴	2
或	2
者	2
郑	2
作	2
淄	2
亚	2
都	2
丘	2
骄	2
隆	2
眉	2
找	2
襄	2
青	2
昱	2
司	2
永	2
邢	2
澄	2
弘	2
杨	2
芯	1
紫	1
囚	1
狮	1
宣	1
春	1
番	1
茄	1
烧	1
辆	1
豌	1
烘	1
奇	1
旅	1
游	1
菇	1
牧	1
荷	1
蒜	1
导	1
丁	1
烯	1
断	1
鋼	1
岚	1
坪	1
蔗	1
滤	1
监	1
磷	1
铭	1
晟	1
丕	1
种	1
糠	1
粒	1
冬	1
建	1
筑	1
岔	1
鉻	1
硌	1
仕	1
旺	1
乙	1
丙	1
苜	1
梦	1
厚	1
乘	1
札	1
纷	1
榨	1
在	1
羊	1
冠	1
向	1
凳	1
钜	1
氨	1
纶	1
绣	1
纫	1
辽	1
冀	1
供	1
裁	1
锻	1
妆	1
六	1
八	1
谷	1
楞	1
目	1
历	1
轿	1
斤	1
观	1
誉	1
帐	1
篷	1
络	1
枸	1
杞	1
蒙	1
脱	1
名	1
轲	1
曝	1
葫	1
芦	1
玫	1
瑰	1
矸	1
档	1
荒	1
帮	1
适	1
沐	1
丹	1
报	1
醉	1
喔	1
窖	1
宾	1
珍	1
泸	1
潘	1
婷	1
碧	1
浪	1
汰	1
渍	1
晋	1
除	1
尘	1
拓	1
址	1
梅	1
鹦	1
鹉	1
音	1
响	1
千	1
知	1
友	1
井	1
扰	1
后	1
委	1
徐	1
神	1
岸	1
栗	1
赐	1
蜂	1
酶	1
岩	1
棚	1
迪	1
杏	1
楠	1
箭	1
吵	1
魏	1
至	1
梗	1
尾	1
瓜	1
柯	1
玛	1
伊	1
巻	1
粽	1
拼	1
熟	1
险	1
杠	1
激	1
鼓	1
秤	1
稳	1
着	1
沫	1
仁	1
盒	1
浇	1
牵	1
引	1
径	1
膦	1
奔	1
驰	1
洲	1
禄	1
闻	1
酰	1
胺	1
弱	1
浙	1
淳	1
左	1
莫	1
悍	1
赛	1
纲	1
万	1
肋	1
昂	1
封	1
圈	1
优	1
派	1
史	1
储	1
汊	1
早	1
钩	1
代	1
柑	1
饲	1
沸	1
涤	1
避	1
恩	1
索	1
解	1
式	1
逆	1
凉	1
席	1
拱	1
钱	1
蓄	1
救	1
劳	1
霜	1
唇	1
素	1
剃	1
剪	1
韩	1
育	1
垂	1
钓	1
虎	1
孕	1
妇	1
腹	1
睡	1
跟	1
单	1
锋	1
绘	1
跑	1
步	1
篮	1
帆	1
共	1
所	1
侣	1
离	1
戒	1
探	1
斗	1
绒	1
蚕	1
顶	1
夜	1
烤	1
毒	1
取	1
汀	1
央	1
习	1
记	1
钥	1
匙	1
贴	1
魔	1
投	1
影	1
植	1
纳	1
藤	1
染	1
民	1
间	1
笼	1
椰	1
铃	1
耳	1
袜	1
摆	1
徽	1
纪	1
念	1
糕	1
巧	1
槟	1
姆	1
威	1
忌	1
功	1
咖	1
啡	1
更	1
多	1
桃	1
芝	1
粱	1
粟	1
黍	1
荚	1
猛	1
同	1
错	1
误	1
竞	1
认	1
查	1
此	1
准	1
沪	1
想	1
延	1
侨	1
贤	1
村	1
霸	1
昊	1
销	1
售	1
樊	1
喜	1
悦	1
智	1
随	1
川	1
官	1
郫	1
瓣	1
鹿	1
与	1
里	1
堡	1
坤	1
当	1
辰	1
柏	1
枫	1
亳	1
栈	1
翔	1
鹤	1
淇	1
每	1
濉	1
葛	1
许	1
氏	1
余	1
盛	1
荆	1
去	1
年	1
齐	1
过	1
兖	1
限	1
仙	1
达	1
皓	1
了	1
盈	1
潜	1
腾	1
扎	1
总	1
馆	1
给	1
沂	1
磨	1
最	1
